type,sharpening,windowSize,neighbourhood,buckets,histnormalise,k-nearest,cv-auc,test-auc
scatter,none,1,3,5,True,5,0.8163095238095238,0.8582865168539326
scatter,none,1,3,5,True,7,0.8196428571428571,0.8481741573033709
scatter,none,1,3,5,True,11,0.8196428571428571,0.8481741573033709
scatter,none,1,3,10,True,5,0.9097619047619048,0.91938202247191
scatter,none,1,3,10,True,7,0.9097619047619048,0.91938202247191
scatter,none,1,3,10,True,11,0.9097619047619048,0.91938202247191
scatter,none,1,3,20,True,5,0.939642857142857,0.9318820224719101
scatter,none,1,3,20,True,7,0.939642857142857,0.9318820224719101
scatter,none,1,3,20,True,11,0.939642857142857,0.9318820224719101
scatter,none,1,3,40,True,5,0.9113095238095239,0.9025280898876405
scatter,none,1,3,40,True,7,0.9113095238095239,0.9025280898876405
scatter,none,1,3,40,True,11,0.9113095238095239,0.9025280898876405
scatter,none,1,5,5,True,5,0.9280952380952382,0.9109550561797752
scatter,none,1,5,5,True,7,0.9280952380952382,0.9109550561797752
scatter,none,1,5,5,True,11,0.9280952380952382,0.9109550561797752
scatter,none,1,5,10,True,5,0.9054761904761905,0.8775280898876404
scatter,none,1,5,10,True,7,0.9054761904761905,0.8775280898876404
scatter,none,1,5,10,True,11,0.9054761904761905,0.8775280898876404
scatter,none,1,5,20,True,5,0.9538095238095238,0.925
scatter,none,1,5,20,True,7,0.9538095238095238,0.925
scatter,none,1,5,20,True,11,0.9538095238095238,0.925
scatter,none,1,5,40,True,5,0.9673809523809525,0.9318820224719101
scatter,none,1,5,40,True,7,0.9673809523809525,0.9318820224719101
scatter,none,1,5,40,True,11,0.9673809523809525,0.9318820224719101
scatter,none,1,7,5,True,5,0.8442857142857143,0.901685393258427
scatter,none,1,7,5,True,7,0.8442857142857143,0.901685393258427
scatter,none,1,7,5,True,11,0.8442857142857143,0.901685393258427
scatter,none,1,7,10,True,5,0.9185714285714287,0.9068820224719101
scatter,none,1,7,10,True,7,0.9185714285714287,0.9068820224719101
scatter,none,1,7,10,True,11,0.9185714285714287,0.9068820224719101
scatter,none,1,7,20,True,5,0.936904761904762,0.9512640449438201
scatter,none,1,7,20,True,7,0.936904761904762,0.9512640449438201
scatter,none,1,7,20,True,11,0.936904761904762,0.9512640449438201
scatter,none,1,7,40,True,5,0.9601190476190476,0.9456460674157304
scatter,none,1,7,40,True,7,0.9601190476190476,0.9456460674157304
scatter,none,1,7,40,True,11,0.9601190476190476,0.9456460674157304
scatter,none,3,3,5,True,5,0.8005357142857144,0.8101123595505618
scatter,none,3,3,5,True,7,0.7785714285714286,0.7757022471910112
scatter,none,3,3,5,True,11,0.7785714285714286,0.7757022471910112
scatter,none,3,3,10,True,5,0.8372023809523809,0.8467696629213483
