type,sharpening,windowSize,neighbourhood,buckets,histnormalise,k-nearest,cv-auc,test-auc
scatter,none,1,3,5,True,5,0.7066850490196078,0.11999390383865949
scatter,none,1,3,10,True,5,0.788014705882353,0.07701231960669265
scatter,none,1,3,20,True,5,0.8074264705882352,0.06662068253519479
scatter,none,1,3,40,True,5,0.8292401960784315,0.06490812496643987
scatter,none,1,5,5,True,5,0.6016115196078431,0.0982317963403281
scatter,none,1,5,10,True,5,0.7796874999999999,0.08087048361550818
scatter,none,1,5,20,True,5,0.7934374999999999,0.08477832076495033
scatter,none,1,5,40,True,5,0.8185232843137256,0.07032843650829834
scatter,none,1,7,5,True,5,0.7892585784313725,0.0571834923635086
scatter,none,1,7,10,True,5,0.8352450980392158,0.06424905584108291
scatter,none,1,7,20,True,5,0.8360355392156864,0.059983297680577495
scatter,none,1,7,40,True,5,0.822389705882353,0.10031491468292805
scatter,none,3,3,5,True,5,0.7322058823529412,0.11053765052585239
scatter,none,3,3,10,True,5,0.8083088235294117,0.0578892772523521
scatter,none,3,3,20,True,5,0.7465502450980392,0.09106976270278377
scatter,none,3,3,40,True,5,0.7993627450980392,0.07958588561068562
scatter,none,3,5,5,True,5,0.7412867647058825,0.08673626569446333
scatter,none,3,5,10,True,5,0.7390992647058823,0.07025277109798506
scatter,none,3,5,20,True,5,0.7787438725490196,0.07600257844367508
scatter,none,3,5,40,True,5,0.7774877450980393,0.08060399963888555
scatter,none,3,7,5,True,5,0.7172181372549019,0.09783890765667494
scatter,none,3,7,10,True,5,0.7152389705882353,0.10968874595245476
scatter,none,3,7,20,True,5,0.7757781862745098,0.11233798664104211
scatter,none,3,7,40,True,5,0.769264705882353,0.0905703717479513
scatter,none,5,3,5,True,5,0.7581004901960784,0.0932165748408902
scatter,none,5,3,10,True,5,0.8078370098039216,0.11791906632705074
scatter,none,5,3,20,True,5,0.7677818627450981,0.11908002159336342
scatter,none,5,3,40,True,5,0.7727879901960785,0.0947059761120923
scatter,none,5,5,5,True,5,0.7266360294117648,0.10143192927284601
scatter,none,5,5,10,True,5,0.8318382352941176,0.08429418396004901
