0.000000000000000000e+00,1.593917504322345025e-08,2.507232069158104996e-04,1.904731417665202596e-05,0.000000000000000000e+00
3.252163303581279500e-08,3.635918812886698489e-06,2.451805914569927104e-04,2.093742872751750005e-05,0.000000000000000000e+00
0.000000000000000000e+00,2.148836931753087571e-06,2.542941722301043255e-04,1.334345087044369121e-05,0.000000000000000000e+00
0.000000000000000000e+00,1.595814232876549286e-06,2.579404915207612263e-04,1.025015403849548215e-05,0.000000000000000000e+00
2.736726100749529774e-09,1.579091064140629739e-06,2.534673612731192264e-04,1.473727102321887495e-05,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,2.688938652682595779e-04,8.925938024205132142e-07,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,2.688303230006357453e-04,9.561360742295969988e-07,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,2.689765128371141185e-04,8.099462281223175384e-07,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,2.689749254516580188e-04,8.115336136829510635e-07,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,2.689079699335480619e-04,8.757524099220129329e-07,2.736726100749529774e-09
0.000000000000000000e+00,0.000000000000000000e+00,2.638411471123592515e-04,5.945312291122347421e-06,0.000000000000000000e+00
0.000000000000000000e+00,4.748158735970107091e-07,2.635032795093696437e-04,5.801859715733336528e-06,6.504326607162559993e-09
0.000000000000000000e+00,3.636493269120609842e-07,2.655920948925205322e-04,3.830715068721369299e-06,0.000000000000000000e+00
0.000000000000000000e+00,1.877428509266528540e-07,2.666826459550364955e-04,2.916070410360752964e-06,0.000000000000000000e+00
0.000000000000000000e+00,1.368363140503145472e-07,2.655089561164171246e-04,4.140666863162517441e-06,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,2.606373731396905650e-04,9.149086474810261610e-06,0.000000000000000000e+00
0.000000000000000000e+00,8.195452064825116074e-07,2.617796329584715130e-04,7.187281374310915489e-06,0.000000000000000000e+00
0.000000000000000000e+00,4.752235522146251360e-07,2.642242776279778139e-04,5.086958198053944080e-06,0.000000000000000000e+00
0.000000000000000000e+00,2.392207294065415543e-07,2.657227349901368691e-04,3.824503560005847675e-06,0.000000000000000000e+00
0.000000000000000000e+00,2.298850076045284161e-07,2.645538387072555553e-04,5.002735641679499557e-06,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,2.644946532460876946e-04,5.291806114350185272e-06,0.000000000000000000e+00
0.000000000000000000e+00,4.032682762056803820e-07,2.644464068674081954e-04,4.936784220001796386e-06,0.000000000000000000e+00
0.000000000000000000e+00,2.479427228945870275e-07,2.659970679799078031e-04,3.541448558677684646e-06,0.000000000000000000e+00
0.000000000000000000e+00,1.090119779574113256e-07,2.662829353955198939e-04,3.394511869173836178e-06,0.000000000000000000e+00
0.000000000000000000e+00,1.860973871084277906e-07,2.649479272657634908e-04,4.652434677710694553e-06,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,2.609720957935515251e-04,8.814363798902568678e-06,0.000000000000000000e+00
0.000000000000000000e+00,1.450464928933334132e-06,2.604982806168605440e-04,7.837714077868463379e-06,0.000000000000000000e+00
0.000000000000000000e+00,5.620035052277306168e-07,2.638936873525596512e-04,5.330768542233621302e-06,0.000000000000000000e+00
0.000000000000000000e+00,3.936543648462076023e-07,2.649233138711037201e-04,4.469491096253865132e-06,0.000000000000000000e+00
0.000000000000000000e+00,5.883961504163525452e-07,2.636452456418067144e-04,5.552817624161763803e-06,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,2.672361911729484712e-04,2.550268006915752041e-06,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,2.678416653563470032e-04,1.944793783637071265e-06,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,2.683111999078350500e-04,1.475259201222792750e-06,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,2.686266927672307332e-04,1.159766321046903824e-06,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,2.675341334309717738e-04,2.252325729268177478e-06,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,2.681606632645642369e-04,1.625795854408792032e-06,0.000000000000000000e+00
0.000000000000000000e+00,6.504327035575489551e-09,2.684465677308131917e-04,1.333387042292975376e-06,0.000000000000000000e+00
