type,sharpening,windowSize,neighbourhood,buckets,histnormalise,k-nearest,cv-auc,test-auc,test-precision,test-recall
scatter,diagonal,1,euclidean,90,row,5,0.8264754782931469,0.6654135338345866,0.375,0.8571428571428571
scatter,direct,1,euclidean,90,row,6,0.8256822540482857,0.8157894736842105,0.5,1.0
scatter,direct,1,euclidean,90,none,6,0.8233918987889941,0.8157894736842105,0.5,1.0
scatter,diagonal,1,euclidean,90,row,4,0.8232169370679122,0.6917293233082707,0.4,0.8571428571428571
scatter,direct,1,euclidean,90,row,5,0.8224927308721407,0.8157894736842105,0.5,1.0
scatter,diagonal,1,euclidean,90,row,6,0.8218168566435189,0.6654135338345866,0.375,0.8571428571428571
scatter,diagonal,1,euclidean,60,none,6,0.820680282104026,0.744360902255639,0.46153846153846156,0.8571428571428571
scatter,diagonal,1,euclidean,90,none,5,0.81974418856427,0.6917293233082707,0.4,0.8571428571428571
scatter,diagonal,1,euclidean,60,row,6,0.8190851338602162,0.744360902255639,0.46153846153846156,0.8571428571428571
scatter,diagonal,1,euclidean,90,none,4,0.8184011398611133,0.744360902255639,0.46153846153846156,0.8571428571428571
scatter,diagonal,1,euclidean,60,none,5,0.8173045841904202,0.744360902255639,0.46153846153846156,0.8571428571428571
scatter,diagonal,1,grid,60,row,6,0.8167754458140649,0.6917293233082707,0.4,0.8571428571428571
scatter,diagonal,1,euclidean,90,none,6,0.816626970010981,0.6917293233082707,0.4,0.8571428571428571
scatter,diagonal,1,euclidean,60,row,5,0.8162608070278546,0.7706766917293233,0.5,0.8571428571428571
scatter,direct,1,euclidean,90,none,5,0.8142382108665729,0.7894736842105263,0.4666666666666667,1.0
scatter,diagonal,1,euclidean,30,none,6,0.8139822447685479,0.6466165413533835,0.38461538461538464,0.7142857142857143
scatter,diagonal,1,euclidean,90,row,3,0.8136721468673151,0.6917293233082707,0.4,0.8571428571428571
scatter,diagonal,1,grid,60,none,6,0.8129158482453562,0.6203007518796994,0.35714285714285715,0.7142857142857143
scatter,direct,1,euclidean,60,row,6,0.812866742966732,0.8157894736842105,0.5,1.0
scatter,diagonal,1,grid,60,row,5,0.8126332029014647,0.6203007518796994,0.35714285714285715,0.7142857142857143
scatter,diagonal,1,euclidean,30,row,6,0.8121077377546129,0.7180451127819549,0.42857142857142855,0.8571428571428571
scatter,direct,1,grid,60,row,6,0.8116215181650865,0.7706766917293233,0.5,0.8571428571428571
scatter,diagonal,1,euclidean,60,row,4,0.8110167885921091,0.868421052631579,0.5833333333333334,1.0
scatter,direct,1,euclidean,90,none,4,0.8094487062499034,0.7706766917293233,0.5,0.8571428571428571
scatter,diagonal,1,grid,60,none,5,0.809258471627202,0.6203007518796994,0.35714285714285715,0.7142857142857143
scatter,diagonal,1,euclidean,60,none,4,0.809226185873146,0.868421052631579,0.5833333333333334,1.0
scatter,direct,1,grid,60,none,5,0.8089671265292233,0.7706766917293233,0.5,0.8571428571428571
scatter,direct,1,euclidean,90,row,4,0.8089116414309355,0.7969924812030076,0.5454545454545454,0.8571428571428571
scatter,direct,1,euclidean,60,row,5,0.8083875295791639,0.8157894736842105,0.5,1.0
scatter,diagonal,1,euclidean,90,none,3,0.8075890854818504,0.744360902255639,0.46153846153846156,0.8571428571428571
scatter,diagonal,1,euclidean,30,none,5,0.8074868150393616,0.6466165413533835,0.38461538461538464,0.7142857142857143
scatter,direct,1,grid,60,none,6,0.8061230802542647,0.7706766917293233,0.5,0.8571428571428571
scatter,direct,1,euclidean,60,none,5,0.805253491501307,0.8157894736842105,0.5,1.0
scatter,diagonal,1,grid,90,none,6,0.8051266684195062,0.6729323308270676,0.4166666666666667,0.7142857142857143
scatter,direct,1,euclidean,150,row,6,0.8049041480427487,0.6917293233082707,0.4,0.8571428571428571
scatter,diagonal,1,grid,60,none,4,0.8048509828788839,0.6466165413533835,0.38461538461538464,0.7142857142857143
scatter,direct,1,grid,60,row,5,0.804745425862629,0.7706766917293233,0.5,0.8571428571428571
scatter,direct,1,grid,90,row,6,0.8046000433054428,0.8421052631578947,0.5384615384615384,1.0
scatter,diagonal,1,euclidean,30,row,5,0.8045834171087431,0.6729323308270676,0.4166666666666667,0.7142857142857143
scatter,direct,1,euclidean,150,none,6,0.8045422382727315,0.7180451127819549,0.42857142857142855,0.8571428571428571
scatter,direct,1,euclidean,60,none,6,0.804506279289172,0.8157894736842105,0.5,1.0
scatter,diagonal,1,euclidean,30,none,4,0.803683089224678,0.7894736842105263,0.4666666666666667,1.0
scatter,diagonal,1,grid,60,row,4,0.8030909259631596,0.7180451127819549,0.42857142857142855,0.8571428571428571
scatter,direct,1,euclidean,120,row,6,0.8025113290131,0.7706766917293233,0.5,0.8571428571428571
scatter,diagonal,1,euclidean,120,row,6,0.8016139010470636,0.744360902255639,0.46153846153846156,0.8571428571428571
scatter,direct,1,grid,90,none,6,0.8014563388341556,0.744360902255639,0.46153846153846156,0.8571428571428571
scatter,direct,1,euclidean,60,none,4,0.8008835083594971,0.7180451127819549,0.42857142857142855,0.8571428571428571
scatter,direct,1,euclidean,60,row,4,0.8007265261301946,0.7894736842105263,0.4666666666666667,1.0
scatter,direct,1,grid,120,row,6,0.7999824071639574,0.744360902255639,0.46153846153846156,0.8571428571428571
scatter,diagonal,1,euclidean,30,row,4,0.7997171613282397,0.7706766917293233,0.5,0.8571428571428571
scatter,diagonal,1,grid,90,row,6,0.7993123327713937,0.6729323308270676,0.4166666666666667,0.7142857142857143
scatter,direct,1,grid,120,none,6,0.7990633264766382,0.744360902255639,0.46153846153846156,0.8571428571428571
scatter,direct,1,grid,60,row,4,0.7988930046244026,0.744360902255639,0.46153846153846156,0.8571428571428571
moran,diagonal,1,grid,120,none,5,0.7987348624278887,0.6992481203007519,0.45454545454545453,0.7142857142857143
scatter,direct,1,euclidean,120,none,6,0.7982606291662157,0.744360902255639,0.46153846153846156,0.8571428571428571
scatter,diagonal,1,euclidean,120,row,5,0.7981088667893654,0.6917293233082707,0.4,0.8571428571428571
scatter,diagonal,1,grid,150,row,6,0.7979592310190698,0.575187969924812,0.3333333333333333,0.5714285714285714
scatter,direct,1,euclidean,90,none,3,0.797567742085157,0.744360902255639,0.46153846153846156,0.8571428571428571
scatter,diagonal,1,euclidean,60,row,3,0.7974960174459068,0.7969924812030076,0.5454545454545454,0.8571428571428571
scatter,direct,1,grid,90,row,5,0.7974206195771533,0.7894736842105263,0.4666666666666667,1.0
scatter,direct,1,grid,120,row,5,0.7971462873316113,0.6729323308270676,0.4166666666666667,0.7142857142857143
scatter,diagonal,1,grid,90,none,5,0.7969096540204463,0.6203007518796994,0.35714285714285715,0.7142857142857143
scatter,direct,1,grid,120,none,5,0.79683464280743,0.744360902255639,0.46153846153846156,0.8571428571428571
scatter,diagonal,1,grid,90,none,4,0.7967198060534824,0.6992481203007519,0.45454545454545453,0.7142857142857143
scatter,diagonal,1,grid,90,row,5,0.7954115563666734,0.6203007518796994,0.35714285714285715,0.7142857142857143
