type,sharpening,windowSize,neighbourhood,buckets,histnormalise,k-nearest,cv-auc,test-auc
spatstat,none,1,3,5,True,5,0.9649208482676224,0.9527777777777777
spatstat,none,1,3,5,True,7,0.96863201911589,0.9708333333333333
spatstat,none,1,3,5,True,11,0.9742159498207885,0.9787037037037037
spatstat,none,1,3,10,True,5,0.9671594982078853,0.9527777777777777
spatstat,none,1,3,10,True,7,0.9765203106332139,0.9657407407407408
spatstat,none,1,3,10,True,11,0.9769235364396653,0.9652777777777778
spatstat,none,1,3,20,True,5,0.9705749701314218,0.9916666666666667
spatstat,none,1,3,20,True,7,0.9709289127837515,1.0
spatstat,none,1,3,20,True,11,0.9706944444444445,0.9981481481481481
spatstat,none,1,3,40,True,5,0.9783721624850656,0.9907407407407407
spatstat,none,1,3,40,True,7,0.9807586618876941,0.999537037037037
spatstat,none,1,3,40,True,11,0.9792980884109916,0.9986111111111111
spatstat,none,1,5,5,True,5,0.9044593787335723,0.9782407407407407
spatstat,none,1,5,5,True,7,0.9024925328554362,0.9898148148148148
spatstat,none,1,5,5,True,11,0.914089008363202,0.9861111111111112
spatstat,none,1,5,10,True,5,0.9658228793309437,0.9787037037037036
spatstat,none,1,5,10,True,7,0.9668682795698924,0.9842592592592593
spatstat,none,1,5,10,True,11,0.9794922341696536,0.9925925925925927
spatstat,none,1,5,20,True,5,0.9829898446833931,1.0
spatstat,none,1,5,20,True,7,0.9809199522102748,1.0
spatstat,none,1,5,20,True,11,0.9823357228195938,1.0
spatstat,none,1,5,40,True,5,0.9763560334528076,0.9981481481481482
spatstat,none,1,5,40,True,7,0.9778210872162486,0.999537037037037
spatstat,none,1,5,40,True,11,0.9879316009557945,0.999537037037037
spatstat,none,1,7,5,True,5,0.9138127240143369,0.962037037037037
spatstat,none,1,7,5,True,7,0.9373222819593787,0.9731481481481482
spatstat,none,1,7,5,True,11,0.9363381123058542,0.9782407407407407
spatstat,none,1,7,10,True,5,0.9690561529271207,1.0
spatstat,none,1,7,10,True,7,0.9695459976105137,1.0
spatstat,none,1,7,10,True,11,0.9815531660692951,1.0
spatstat,none,1,7,20,True,5,0.9556899641577061,1.0
spatstat,none,1,7,20,True,7,0.9719862604540023,0.9995370370370371
spatstat,none,1,7,20,True,11,0.9794593787335723,0.9981481481481481
spatstat,none,1,7,40,True,5,0.9811335125448031,0.9935185185185186
spatstat,none,1,7,40,True,7,0.9859483273596178,0.9976851851851851
spatstat,none,1,7,40,True,11,0.9868249701314218,0.9986111111111111
scatter,none,1,3,5,True,5,0.8837037037037037,0.5393518518518519
scatter,none,1,3,5,True,7,0.8833751493428913,0.5675925925925926
scatter,none,1,3,5,True,11,0.8810588410991638,0.5796296296296296
