type,sharpening,windowSize,neighbourhood,buckets,histnormalise,k-nearest,cv-auc,test-auc
scatter,none,1,3,5,True,5,0.7972223161453931,0.5565972222222222
scatter,none,1,3,5,True,7,0.8110490278951819,0.5649305555555556
scatter,none,1,3,5,True,11,0.8182679628064242,0.5833333333333334
scatter,none,1,3,10,True,5,0.8985849535080304,0.6947916666666667
scatter,none,1,3,10,True,7,0.9073499577345732,0.6958333333333333
scatter,none,1,3,10,True,11,0.9026669484361791,0.6822916666666666
scatter,none,1,3,20,True,5,0.9305393068469991,0.7420138888888889
scatter,none,1,3,20,True,7,0.9257785291631446,0.7340277777777777
scatter,none,1,3,20,True,11,0.9128858833474218,0.7166666666666666
scatter,none,1,3,40,True,5,0.9332831783601016,0.7357638888888889
scatter,none,1,3,40,True,7,0.9239577345731191,0.7440972222222223
scatter,none,1,3,40,True,11,0.9170600169061709,0.7201388888888889
scatter,none,1,5,5,True,5,0.8792823330515638,0.7381944444444444
scatter,none,1,5,5,True,7,0.8851944209636515,0.7625000000000001
scatter,none,1,5,5,True,11,0.8825367709213863,0.7770833333333333
scatter,none,1,5,10,True,5,0.8934488588334741,0.7190972222222222
scatter,none,1,5,10,True,7,0.9008706677937447,0.7354166666666666
scatter,none,1,5,10,True,11,0.8923508030431107,0.7642361111111111
scatter,none,1,5,20,True,5,0.9184725274725276,0.7475694444444443
scatter,none,1,5,20,True,7,0.9235849535080305,0.7427083333333333
scatter,none,1,5,20,True,11,0.9195857988165681,0.7611111111111111
scatter,none,1,5,40,True,5,0.9342637362637364,0.7552083333333333
scatter,none,1,5,40,True,7,0.9291513102282332,0.7663194444444444
scatter,none,1,5,40,True,11,0.9189687235841081,0.7798611111111111
scatter,none,1,7,5,True,5,0.8543322062552832,0.7642361111111111
scatter,none,1,7,5,True,7,0.8552510566356719,0.7475694444444444
scatter,none,1,7,5,True,11,0.8347979712595098,0.7548611111111112
scatter,none,1,7,10,True,5,0.8721944209636516,0.7430555555555556
scatter,none,1,7,10,True,7,0.8705621301775148,0.7510416666666666
scatter,none,1,7,10,True,11,0.854715976331361,0.7489583333333333
scatter,none,1,7,20,True,5,0.9042197802197801,0.739236111111111
scatter,none,1,7,20,True,7,0.906433643279797,0.7427083333333334
scatter,none,1,7,20,True,11,0.8988317836010143,0.7725694444444444
scatter,none,1,7,40,True,5,0.9224632290786138,0.7142361111111112
scatter,none,1,7,40,True,7,0.922447168216399,0.6975694444444445
scatter,none,1,7,40,True,11,0.9118706677937448,0.742361111111111
scatter,none,3,3,5,True,5,0.8102764158918007,0.7666666666666666
scatter,none,3,3,5,True,7,0.812352493660186,0.7663194444444446
scatter,none,3,3,5,True,11,0.8236111580726966,0.7482638888888888
scatter,none,3,3,10,True,5,0.8652028740490278,0.7631944444444443
scatter,none,3,3,10,True,7,0.8629830938292476,0.7659722222222223
scatter,none,3,3,10,True,11,0.8509788672865595,0.7736111111111112
scatter,none,3,3,20,True,5,0.8791242603550294,0.7711805555555555
scatter,none,3,3,20,True,7,0.8740524091293324,0.7534722222222222
scatter,none,3,3,20,True,11,0.8719966187658497,0.7454861111111111
scatter,none,3,3,40,True,5,0.9221724429416736,0.7083333333333333
scatter,none,3,3,40,True,7,0.9171377852916315,0.7263888888888889
scatter,none,3,3,40,True,11,0.8936796280642435,0.7680555555555556
scatter,none,3,5,5,True,5,0.7890431107354183,0.7100694444444444
scatter,none,3,5,5,True,7,0.7927320371935757,0.7201388888888889
scatter,none,3,5,5,True,11,0.7913753169907016,0.6927083333333333
scatter,none,3,5,10,True,5,0.7902637362637362,0.6965277777777779
scatter,none,3,5,10,True,7,0.7843812341504649,0.6864583333333333
scatter,none,3,5,10,True,11,0.79072696534235,0.6930555555555556
scatter,none,3,5,20,True,5,0.8141344040574809,0.6666666666666667
scatter,none,3,5,20,True,7,0.8079408284023669,0.6868055555555556
scatter,none,3,5,20,True,11,0.8184792899408283,0.7010416666666667
