type,sharpening,windowSize,neighbourhood,buckets,histnormalise,k-nearest,auc,precision,recall
moran,direct,5,grid,120,none,2,0.5465225563909775,0.3469387755102041,0.30357142857142855
moran,direct,5,grid,120,none,3,0.5446428571428571,0.3870967741935484,0.21428571428571427
moran,direct,5,grid,120,none,4,0.5535714285714286,0.40625,0.23214285714285715
moran,direct,5,grid,120,none,5,0.5620300751879699,0.5,0.19642857142857142
moran,direct,5,grid,120,none,6,0.5507518796992482,0.5,0.16071428571428573
moran,direct,5,grid,150,none,2,0.5343045112781954,0.32653061224489793,0.2857142857142857
moran,direct,5,grid,150,none,3,0.5634398496240601,0.4482758620689655,0.23214285714285715
moran,direct,5,grid,150,none,4,0.5667293233082706,0.4642857142857143,0.23214285714285715
moran,direct,5,grid,150,none,5,0.5634398496240601,0.4482758620689655,0.23214285714285715
moran,direct,5,grid,150,none,6,0.5587406015037594,0.4782608695652174,0.19642857142857142
moran,direct,5,grid,30,row,2,0.5498120300751879,0.3541666666666667,0.30357142857142855
moran,direct,5,grid,30,row,3,0.5347744360902256,0.35294117647058826,0.21428571428571427
moran,direct,5,grid,30,row,4,0.5079887218045113,0.2903225806451613,0.16071428571428573
moran,direct,5,grid,30,row,5,0.5075187969924813,0.3,0.10714285714285714
moran,direct,5,grid,30,row,6,0.5263157894736842,0.3888888888888889,0.125
moran,direct,5,grid,60,row,2,0.5385338345864661,0.3409090909090909,0.26785714285714285
moran,direct,5,grid,60,row,3,0.5587406015037594,0.4782608695652174,0.19642857142857142
moran,direct,5,grid,60,row,4,0.5578007518796992,0.4444444444444444,0.21428571428571427
moran,direct,5,grid,60,row,5,0.5554511278195489,0.4583333333333333,0.19642857142857142
moran,direct,5,grid,60,row,6,0.5474624060150377,0.47368421052631576,0.16071428571428573
moran,direct,5,grid,90,row,2,0.5742481203007519,0.3958333333333333,0.3392857142857143
moran,direct,5,grid,90,row,3,0.5902255639097744,0.5,0.2857142857142857
moran,direct,5,grid,90,row,4,0.581296992481203,0.4838709677419355,0.26785714285714285
moran,direct,5,grid,90,row,5,0.549812030075188,0.45454545454545453,0.17857142857142858
moran,direct,5,grid,90,row,6,0.5596804511278196,0.5263157894736842,0.17857142857142858
moran,direct,5,grid,120,row,2,0.5474624060150375,0.35555555555555557,0.2857142857142857
moran,direct,5,grid,120,row,3,0.5244360902255639,0.34615384615384615,0.16071428571428573
moran,direct,5,grid,120,row,4,0.5455827067669172,0.4074074074074074,0.19642857142857142
moran,direct,5,grid,120,row,5,0.5587406015037594,0.4782608695652174,0.19642857142857142
moran,direct,5,grid,120,row,6,0.5286654135338346,0.38095238095238093,0.14285714285714285
